Nazwisko aktualne,Liczba
UGODZIŃSKI,53
UJWARY,53
ULAK,53
ULASEVICH,53
UMERLE,53
UNDAS,53
ÜNLÜ,53
URUBLEUSKI,53
URYZAJ,53
UYSAL,53
UZARCZYK,53
VEDMID,53
VELIEV,53
VERTELETSKYI,53
VNUKOV,53
WALERIAŃSKI,53
WALUSIŃSKI,53
WAŁASZCZYK,53
WARDIN,53
WARELUK,53
WARMUSZ,53
WARZESZKA,53
WATYCHA,53
WAWRZENIECKI,53
WAWRZKÓW,53
WAWSZKIEWICZ,53
WĄCIOR,53
WĄSALSKI,53
WEIDNER,53
WEIGEL,53
WELS,53
WELZ,53
WENDLER,53
WĘGRODZKI,53
WIDA,53
WIDERYŃSKI,53
WIDLICKI,53
WIELECKI,53
WIEŃSKI,53
WIERSZEWSKI,53
WIETRZYCHOWSKI,53
WIĘSŁAW,53
WILANDT,53
WILKOSZYŃSKI,53
WINER,53
WINK,53
WŁADEK,53
WŁADYCZAK,53
WŁOCZEK,53
WNĘTA,53
WOCŁAWEK,53
WODZIKOWSKI,53
WOŁOCHOWICZ,53
WYCIK,53
WYCZOŁEK,53
YANKOVICH,53
YEZHOV,53
YUZKIV,53
ZABOJSZCZ,53
ZACHOSZCZ,53
ZADRĄG,53
ZAGANIACZ,53
ZAKARYAN,53
ZALESIAK,53
ZAMŁYNNY,53
ZAN,53
ZANDROWICZ,53
ZAWIŁOWICZ,53
ZDANIKOWSKI,53
ZDZITOWIECKI,53
ZEMLIANSKYI,53
ZENOWICZ,53
ZGRYZIEWICZ,53
ZGUDZIAK,53
ZHEREBTSOV,53
ZIENTKOWSKI,53
ZIUZIN,53
ZWADŁO,53
ZYMRÓZ,53
ZYZNAWSKI,53
ŻABOLICKI,53
ŻEBEREK,53
ŻEGLARSKI,53
ŻUBKOWSKI,53
ŻYDACZEWSKI,53
ABDULAEVI,52
ABLEWICZ,52
ABRAMUK,52
ALIAKSANDRAU,52
ANCHIM,52
ANDRUSEWICZ,52
ANISHCHANKA,52
ANTANIUK,52
ANTOSZUK,52
ANUSZ,52
AY,52
BABIECZKO,52
BABINETS,52
BADALYAN,52
BAJDOR,52
BAJGOT,52
BAKULIN,52
BAŁĘCZNY,52
BARAŚ,52
BARRY,52
BARZAŁ,52
BASZCZEWSKI,52
BAZHKO,52
BEBA,52
BEŁZO,52
BERCHUK,52
BERRY,52
BERUASHVILI,52
BEZAT,52
BHARDWAJ,52
BIADASIEWICZ,52
BIAŁOCH,52
BIAS,52
BIDNYI,52
BIELINSKYI,52
BILBIN,52
BINISZKIEWICZ,52
BIRUT,52
BOGDANOW,52
BOGOBOWICZ,52
BONTAL,52
BORYTA,52
BÓGDAŁ,52
BRABAŃSKI,52
BRADLEY,52
BRDOŃ,52
BRENNER,52
BRODSKYI,52
BRUTSKYI,52
BRZEZEK,52
BRZÓSTOWICZ,52
BUCHAJCZUK,52
BUCHNAT,52
BUDZIAŁOWSKI,52
BUDZIEJEWSKI,52
BULEWICZ,52
BUNIA,52
BURBO,52
BURMER,52
BURSIAK,52
BUSA,52
BUSCHMANN,52
BYRSZEL,52
CAK,52
CARUSO,52
CEBEŃKO,52
CESZKE,52
CHABURA,52
CHADRYSIAK,52
CHARYGA,52
CHIM,52
CHLIPALSKI,52
CHWYĆ,52
CHYMKOWSKI,52
CIECIORKO,52
CIELISZAK,52
CIEMIENGA,52
CIODYK,52
CYRYL,52
CYTLOCH,52
CZARCIŃSKI,52
CZERWIAKOWSKI,52
CZEŻYK,52
ĆWIECZKOWSKI,52
DAWIDZIŃSKI,52
DELOST,52
DENDERSKI,52
DIDUK,52
DOŁBNIAK,52
DOMBROWA,52
DONIEK,52
DORMAN,52
DOVHOPOL,52
DRAGANIAK,52
DRAJEM,52
DREMO,52
DROBCZYK,52
DROBYSH,52
DRUK,52
DSOUZA,52
DURAŃCZYK,52
DURAU,52
DUSZEWSKI,52
DUZINKIEWICZ,52
DWORSZCZAK,52
DYMITROWSKI,52
DYMOV,52
DYSHKO,52
DZBAŃSKI,52
DZIECINA,52
DZIEWICZKIEWICZ,52
DZIUROK,52
DZIUS,52
DŹWIL,52
ESZER,52
FĄDERSKI,52
FEDCZYSZYN,52
FERKALUK,52
FESTER,52
FETTA,52
FIBIC,52
FIDRYSIAK,52
FILICIAK,52
FINKOWSKI,52
FITOŁ,52
FITZ,52
FOJA,52
FORST,52
GALEC,52
GALLO,52
GALSKI,52
GARDAŚ,52
GARELA,52
GARNIEC,52
GIDLEWSKI,52
GIERAŃCZYK,52
GIEREŁO,52
GINEL,52
GINTROWICZ,52
GLEWICZ,52
GLOWANIA,52
GŁOSKOWSKI,52
GŁUCHACZKA,52
GOCOŁ,52
GOGALADZE,52
GOLARA,52
GOLENIEC,52
GOLES,52
GONGADZE,52
GONKIEWICZ,52
GÓRNIOCZEK,52
GÓRTOWSKI,52
GRETKIEREWICZ,52
GRUCHOCIAK,52
GRYSZCZYK,52
GRZĄŚ,52
GRZEGÓŁKA,52
GRZYMOWICZ,52
GUSTOF,52
GUTFRAŃSKI,52
GUTY,52
GZULA,52
HABIEDA,52
HABINA,52
HADZIŃSKI,52
HAIEVYI,52
HAJDAŚ,52
HALBECKI,52
HANAJ,52
HARBOVSKYI,52
HARTLEB,52
HAUPA,52
HAUPTMAN,52
HAVRONSKYI,52
HLOTOV,52
HLYNKA,52
HOBER,52
HODUNKO,52
HOFFER,52
HOLEC,52
HOLUBOVSKYI,52
HOŁDAK,52
HOŁOŚ,52
HOŁOWIAK,52
HOŃDO,52
HORBACHUK,52
HORBATKO,52
HOSIAWA,52
HRYHAROVICH,52
HUCULAK,52
HUMENNY,52
HUSZNO,52
IGLICKI,52
ISKO,52
IVASHCHYSHYN,52
JABBOROV,52
JAGIELIŃSKI,52
JAKWERT,52
JANISIO,52
JARANTOWICZ,52
JARMUSIK,52
JEDWABNIK,52
JELAK,52
JENEROWICZ,52
JEŻYKOWSKI,52
JĘDRYSZKA,52
JORDANOWSKI,52
JOSEK,52
JUNCZYK,52
JUNKO,52
KACHANOUSKI,52
KACHMARYK,52
KACZARA,52
KALWARSKI,52
KALYTIUK,52
KAŃCZEWSKI,52
KAPKO,52
KAPŁANOWSKI,52
KARANDYS,52
KARBOVSKYI,52
KARPACH,52
KARWATA,52
KASIEDCZAK,52
KELLAS,52
KENDZIORA,52
KHALAK,52
KHANENKO,52
KHILCHENKO,52
KHODOS,52
KHUDOYBERDIEV,52
KIBYSH,52
KICH,52
KIDAJ,52
KIECZMERSKI,52
KIELAŃSKI,52
KIERAKOWICZ,52
KIKOT,52
KIWILSZA,52
KIZIAK,52
KLABAN,52
KLATKIEWICZ,52
KLEBER,52
KLECZEK,52
KLOSKE,52
KLÓJ,52
KNEBA,52
KNOSKI,52
KOBYLNIK,52
KOCABA,52
KOCZBERSKI,52
KOKOSZANEK,52
KOKOSZCZYK,52
KOLADYŃSKI,52
KOLEJKO,52
KOLTUN,52
KOŁUDZKI,52
KOMENDARSKI,52
KOMOLKA,52
KONCIAK,52
KONIEWSKI,52
KONIŃSKI,52
KOPAŃKO,52
KOPERNY,52
KOPOT,52
KORF,52
KOROBCHUK,52
KORUCH,52
KOSTYCZ,52
KOTSAR,52
KOTULLA,52
KOTUSZEWSKI,52
KOTZ,52
KOVTSUN,52
KOWALESKI,52
KOWANDA,52
KOZIMIŃSKI,52
KOZOŃ,52
KRAĆ,52
KRAŚNY,52
KRATKOWSKI,52
KRATZ,52
KRAUCKI,52
KRENTUSZ,52
KRĘCZKOWSKI,52
KRONENBERG,52
KRUPKOWSKI,52
KRUPYCH,52
KRYCHUN,52
KRYVITSKI,52
KRZYWINA,52
KUBULUS,52
KUCZEREPA,52
KUCZMIK,52
KUCZWALSKI,52
KUKLOK,52
KULLAS,52
KUMOSZ,52
KUPATADZE,52
KUPCHYK,52
KUPETS,52
KURYLA,52
KURYSHKO,52
KUSHNERYK,52
KUZIÓW,52
KUZMENKA,52
KUZMINOV,52
KVASHUK,52
KVIRKVELIA,52
LADORUCKI,52
LAHUTTA,52
LALKO,52
LATUSZKIEWICZ,52
LAZORKO,52
LAZURKO,52
LELKO,52
LESMAN,52
LESZCZAWSKI,52
LESZMAN,52
LIKOWSKI,52
LIPCZYK,52
LIPIEJKO,52
LISZCZYK,52
LITEWNICKI,52
LITVINOVICH,52
LIUBENKO,52
LOHVINENKO,52
LYSOHOR,52
ŁABINOWICZ,52
ŁASOWSKI,52
ŁOMIAK,52
ŁUKANUS,52
MACEGONIUK,52
MACHACZEK,52
MACIASZKIEWICZ,52
MADAJSKI,52
MAINCZYK,52
MAJKOWICZ,52
MAKSIUTA,52
MAKUTYNOWICZ,52
MALAZDRA,52
MALUTY,52
MALZ,52
MARCINIEWICZ,52
MARJANOWSKI,52
MARKELOV,52
MARKITAN,52
MARKWANT,52
MARYNENKO,52
MASALOV,52
MASSEL,52
MATLACHOWSKI,52
MATŁA,52
MATSIIEVSKYI,52
MATSUK,52
MATVEEV,52
MATWIEJSZYN,52
MATYAS,52
MAULANA,52
MĄKOLSKI,52
MECA,52
MEDVETSKYI,52
MELEKH,52
MEWS,52
MIAŁKAS,52
MICHAŁKO,52
MIEDZIAREK,52
MIKS,52
MIKULISZYN,52
MIŁOSIERNY,52
MIRANOVICH,52
MIRZA,52
MISTEREVYCH,52
MIZIAK,52
MODRANKA,52
MOIK,52
MORENC,52
MOROZOWSKI,52
MOSKIEWICZ,52
MOSSUR,52
MOUSTAFA,52
MULEWICZ,52
MUNIOWSKI,52
MURASHOV,52
MUSZAŃSKI,52
MUTKA,52
MUTKE,52
MYKHALOV,52
MYRCZIK,52
MYROSHNYK,52
MYSZURA,52
MYŚLIBORSKI,52
NAMIECIŃSKI,52
NASTAŁA,52
NEAGU,52
NERING,52
NIEMIROWICZ,52
NIEPLA,52
NIKIELSKI,52
NISZCZOTA,52
NOGACZ,52
NOWATKIEWICZ,52
OBCOWSKI,52
OBERLE,52
OCHOWICZ,52
OLANIN,52
OLAŚ,52
OLESHCHENKO,52
OMILIANOWICZ,52
O'NEILL,52
OSADZIŃSKI,52
OSIECZKO,52
OSIELENIEC,52
OSMAK,52
OSMYK,52
OTERSKI,52
ÖZEN,52
OZIEMBLEWSKI,52
OZIMSKI,52
PAJDZIŃSKI,52
PAPACZ,52
PARALUSZ,52
PARASIEWICZ,52
PARASZCZUK,52
PARSZCZYŃSKI,52
PARTSVANIA,52
PATAS,52
PATERKIEWICZ,52
PATRIAK,52
PENTSAK,52
PERDOCH,52
PEREBYINIS,52
PĘCZYŃSKI,52
PIELIŃSKI,52
PIEŃKUS,52
PIEROWSKI,52
PIERZCHNICA,52
PIĘDZIOCH,52
PIKHOTSKYI,52
PIKIŃSKI,52
PINKOS,52
PIOTRÓW,52
PISKOWSKI,52
PITRY,52
PIWNICA,52
PLOKHOTNIUK,52
PŁACHECIŃSKI,52
POKRYSZKA,52
POLIKARPOV,52
POLISZEWSKI,52
POŁCHOWSKI,52
PORAŃSKI,52
PORZĄDNY,52
POSPIESZCZYK,52
POSTĘPSKI,52
POTAKIEWICZ,52
POTRZEBNY,52
POTUCHA,52
POTUCZKO,52
POWIDZKI,52
PRADELSKI,52
PRĘTNIK,52
PROKSZ,52
PRUSISZ,52
PRZELASKOWSKI,52
PRZYBUŁEK,52
PRZYŚLAK,52
PRZYWARSKI,52
PUCHYR,52
PUTERKO,52
PYLIŃSKI,52
PYRZEWSKI,52
PYTOŃ,52
PYZIOŁ,52
RACZ,52
RAHN,52
RAMIK,52
RAPIEJKO,52
REBEJKO,52
REDUTA,52
REGULIŃSKI,52
REMESZ,52
REZA,52
RIAZ,52
RISTAU,52
RIZNYCHENKO,52
ROMOWICZ,52
RONEWICZ,52
ROSEN,52
ROSHCHUK,52
ROSTWOROWSKI,52
ROZDZIALIK,52
ROŻNIEWSKI,52
ROŻNOWICZ,52
RÓLKIEWICZ,52
RUKHADZE,52
RUSTECKI,52
RYBICA,52
RYWAK,52
SACHARZ,52
SALAMATIN,52
SALKOWSKI,52
SAPELA,52
SARARA,52
SATKIEWICZ,52
SAVRANSKYI,52
SAVULIAK,52
SEGETH,52
SELETSKYI,52
SENKEVICH,52
SERNIAK,52
SERWOŃSKI,52
SĘKAL,52
SHKVAROK,52
SIALITSKI,52
SIANKIEWICZ,52
SIBILAK,52
SIEDLEWSKI,52
SIEMKOWICZ,52
SIETNIK,52
SINACKI,52
SIURDA,52
SKARUPSKI,52
SKASKIEWICZ,52
SKOROBOHATOV,52
SKORUPINSKI,52
SKRYPETS,52
SLUTSKYI,52
SMARZYK,52
SMIT,52
SNISARENKO,52
SOBIELA,52
SOBIPAN,52
SOKOLEWICZ,52
SOLUS,52
SOPEK,52
SOPRONIUK,52
SPICHA,52
SPIRIN,52
SPUŁA,52
SROCKI,52
STANACH,52
STANISZCZAK,52
STARZYKOWSKI,52
STECZYŃSKI,52
STEGENDA,52
STRZEBIŃCZYK,52
STUPIEC,52
STYLOK,52
STYSZKO,52
SUBKOWSKI,52
SULIBORSKI,52
SUMYK,52
SUROWIŃSKI,52
SUSHCH,52
SYGNET,52
SYMONOVYCH,52
SYRÓWKA,52
SZABELAK,52
SZADORSKI,52
SZAFARA,52
SZARYŃSKI,52
SZATYBEŁKO,52
SZAWUŁA,52
SZCZERBACZ,52
SZCZYBURA,52
SZEJGIEC,52
SZEMLA,52
SZKLARKOWSKI,52
SZLAGE,52
SZMAGLINSKI,52
SZMYGLEWSKI,52
SZRAJNER,52
SZRENIAWSKI,52
SZROEDER,52
SZTAJNER,52
SZTYMA,52
SZURGACZ,52
ŚCIAŃSKI,52
ŚNIAROWSKI,52
ŚREMSKI,52
ŚWIDOWSKI,52
ŚWIEKATOWSKI,52
ŚWITLIK,52
TABAS,52
TALAKHADZE,52
TAŞDEMIR,52
TASZYCKI,52
TELIUK,52
TENCZYŃSKI,52
THOMANN,52
TIMM,52
TKEBUCHAVA,52
TKESHELASHVILI,52
TŁOKIŃSKI,52
TOMELLA,52
TOMSZA,52
TRACZYKIEWICZ,52
TREJDA,52
TREPIŃSKI,52
TROJOK,52
TROMSA,52
TROTSKI,52
TRUKAN,52
TRYZNO,52
TUDEREK,52
TURETSKYI,52
TURIANYTSIA,52
TYCHYNSKYI,52
TYMOSHCHENKO,52
UDALSKI,52
UKOLOV,52
URDA,52
USIDUS,52
UTRACIK,52
VALKOV,52
VARDANIAN,52
VASKOV,52
VASYLKIVSKYI,52
VATSYK,52
VERBOVSKYI,52
VERKALETS,52
VINCENT,52
VINICHUK,52
VITYK,52
VOINOV,52
VOROZHBYT,52
VYTRYKUSH,52
WACHT,52
WAŁOSZEK,52
WAWROWICZ,52
WECHTEROWICZ,52
WEINAR,52
WEIRAUCH,52
WERPULEWSKI,52
WERTKA,52
WEST,52
WĘCEL,52
WĘKLAR,52
WIELGAN,52
WIEREMCZUK,52
WILAMEK,52
WILLNER,52
WNUK LIPINSKI,52
WOLANICKI,52
WONIAKOWSKI,52
WOSIECKI,52
WROCHNIAK,52
WRZYCIEL,52
WSOŁEK,52
WYLAZŁOWSKI,52
WYLENŻEK,52
WYSŁUCHA,52
YAKYMYSHYN,52
YARMOLCHUK,52
YESYPENKO,52
YUSHCHAK,52
YUZIUK,52
ZABOROŚ,52
ZACIURA,52
ZANIECKI,52
ZAROSIŃSKI,52
ZASIADKO,52
ZATORA,52
ZHABCHYK,52
ZIMAKOWSKI,52
ZIMNAWODA,52
ZŁOŚNIK,52
ZUI,52
ZYK,52
ZYMELA,52
ŻURKO,52
ŻYCHNIEWICZ,52
ŻYŁKIEWICZ,52
ACHREM,51
ADAMYAN,51
AJDYS,51
AMERNIK,51
ANGER,51
ANTONYK,51
ANZULEWICZ,51
AVRAM,51
AYVAZYAN,51
BALBIERZ,51
BALCI,51
BALDYS,51
BALOWSKI,51
BALZER,51
BANDELAK,51
BANDYRA,51
BARANNYK,51
BARCIOK,51
BARDZEL,51
BARTULEWICZ,51
BARYSHNIKOV,51
BASKO,51
BASZCZYK,51
BAWARSKI,51
BĄBRYCH,51
BECHERKA,51
BEHEI,51
BEJMOWICZ,51
BEŁDYGA,51
BERDECHOWSKI,51
BEZARA,51
BIAŁASZEK,51
BIELAKIEWICZ,51
BIELUŃ,51
BIERNATOWSKI,51
BIGORAJSKI,51
BINCZAK,51
BIŃKA,51
BLAROWSKI,51
BLAUCIK,51
BLONKA,51
BOBOROWSKI,51
BOICO,51
BOLDT,51
BOLSĘGA,51
BOŁDOWSKI,51
BONIA,51
BORDIAN,51
BORDYCH,51
BRASŁAWSKI,51
BRNIAK,51
BROJAKOWSKI,51
BRUDNIK,51
BRUSZCZAK,51
BRUZIK,51
BRYŁOWSKI,51
BUCHENFELD,51
BULGA,51
BURATYŃSKI,51
BUREJZA,51
BURLAC,51
BURZACKI,51
BYKOVETS,51
BŹDZIAK,51
CALDARAR,51
CARAMAN,51
CĄBER,51
CEBULARZ,51
CECKOWSKI,51
CEGLECKI,51
CETRA,51
CHABERKA,51
CHOJACZYK,51
CHROMNIAK,51
CHRÓL,51
CHRUSTOWICZ,51
CHWALUK,51
CIELEWICZ,51
CIEMNIEJEWSKI,51
CIEPIEL,51
CIURLIK,51
CIUŚNIAK,51
CIWIS,51
COJUHARI,51
COPA,51
CUKIERNIK,51
CUKRAS,51
CYRKIEL,51
CZAPECZKA,51
CZEREMUGA,51
CZERWIEŃSKI,51
CZMAJDUCH,51
CZUBARA,51
CZURYK,51
DALBIAK,51
DAŁKIEWICZ,51
DAŁOMIS,51
DARMACH,51
DAVIDOV,51
DE GUZMAN,51
DECZEWSKI,51
DEINERT,51
DEMCZUR,51
DENIZ,51
DERECZENIK,51
DHAMI,51
DOLIGAŁA,51
DOMIZA,51
DOVBENKO,51
DRAPCZUK,51
DRATKIEWICZ,51
DRATNAL,51
DREWNIACKI,51
DRYŃSKI,51
DUBIECKI,51
DUBIELCZYK,51
DUBIŁO,51
DUCZMAN,51
DUMALSKI,51
DURTAN,51
DYBIOCH,51
DYKSIŃSKI,51
DYLLONG,51
DYRBUSZ,51
DZIALUK,51
DZIELICKI,51
DZIERMAŃSKI,51
DZIOŁAK,51
DZIONK,51
DZIUBIEL,51
DZIWIK,51
DŹWIGOŃ,51
EBERHARDT,51
ENDLER,51
FATZ,51
FAUST,51
FECOWICZ,51
FEDASH,51
FEDECHKO,51
FEDERAK,51
FEDKÓW,51
FESZAK,51
FILARECKI,51
FILIST,51
FIRKA,51
FLORKA,51
FOSTYK,51
FRANCISZCZAK,51
FURTAN,51
FUTRZYŃSKI,51
GADALSKI,51
GALECKI,51
GELERT,51
GERSZTYN,51
GETEK,51
GĘSIORSKI,51
GICZELA,51
GIEBUŁTOWSKI,51
GIEGIEL,51
GIERŁACHOWSKI,51
GIMZICKI,51
GŁĄBIKOWSKI,51
GOCEŁ,51
GOLIASZEWSKI,51
GORCZYCZEWSKI,51
GORLOWSKI,51
GORZELEWSKI,51
GORZYM,51
GOZDOWIAK,51
GRABIWODA,51
GRANIS,51
GRASZKIEWICZ,51
GRATUNIK,51
GRĄS,51
GRĄTKOWSKI,51
GRINHOLC,51
GROBARA,51
GROZA,51
GRUCELSKI,51
GRYGIEŃĆ,51
GRYTSENKO,51
GRZEŚKOWICZ,51
GŰNTHER,51
GURGENIDZE,51
GWIŹDZIŃSKI,51
HACHUJ,51
HADAR,51
HAJDUL,51
HAJEWSKI,51
HALAŚ,51
HALINOWSKI,51
HALTOF,51
HAŁUZA,51
HANCEWICZ,51
HAŃCZEWSKI,51
HAŃĆKOWIAK,51
HARWIG,51
HAVRYLCHUK,51
HEJDYSZ,51
HEKERT,51
HERTA,51
HIPPLER,51
HLAZKOV,51
HOIDA,51
HOLLAND,51
HONHALO,51
HOŃKO,51
HOPKOWICZ,51
HORIELOV,51
HOROŻANIECKI,51
HRUSHEVSKYI,51
HRUZIK,51
HRYMAK,51
HUKAŁOWICZ,51
HUPTAS,51
HURYSZ,51
HUTS,51
IDRISOV,51
IGLIKOWSKI,51
IGNAT,51
ISLOMOV,51
IVANKOV,51
JABROCKI,51
JABS,51
JACYK,51
JACZUN,51
JADWISIEŃCZAK,51
JANISIAK,51
JANKOJĆ,51
JARUSZOWIC,51
JASZCZEWSKI,51
JASZUL,51
JAWORUCKI,51
JERMAKOW,51
JONA,51
JUSIK,51
JUZBA,51
KADE,51
KAKHNOVICH,51
KALINIEWICZ,51
KALISZTAN,51
KAMALOV,51
KANDERSKI,51
KAPLYTA,51
KAPUŁA,51
KARAKUŞ,51
KARCHEUSKI,51
KARLEWSKI,51
KASPROLEWICZ,51
KAVA,51
KAYSER,51
KĄKLEWSKI,51
KEDA,51
KEMPINSKI,51
KEMPKOWSKI,51
KENJAEV,51
KHMARUK,51
KHRAMTSOV,51
KINZERSKYI,51
KLARENBACH,51
KLASS,51
KLEJBUK,51
KLEMANN,51
KLEMKE,51
KŁONICKI,51
KŁOPOTEK-GŁÓWCZEWSKI,51
KŁÓDKOWSKI,51
KNEBLEWSKI,51
KNOBLAUCH,51
KOCEŁUCH,51
KOCUBA,51
KOCYŁO,51
KOŁOSZA,51
KOŁTUNIUK,51
KOMENDANT,51
KONDERSKI,51
KONDRATYUK,51
KONDYJOWSKI,51
KONESZKO,51
KONOBRODZKI,51
KOP,51
KOPERNATZKI,51
KOPIWODA,51
KOPP-OSTROWSKI,51
KOPTYRA,51
KORABIOWSKI,51
KOSIORSKI,51
KOSUŃ,51
KOSZOREK,51
KOTELON,51
KOZELA,51
KRACZYŃSKI,51
KREMINSKYI,51
KRĘGOWSKI,51
KRĘPACKI,51
KRZYWAŻNIA,51
KSEŃ,51
KUBECZKA,51
KUBICZAK,51
KUBNY,51
KUCHERIAVENKO,51
KUCK,51
KUCZNIER,51
KUFLIKOWSKI,51
KUJACZ,51
KULAZIŃSKI,51
KULESIK,51
KUPECKI,51
KURASZEWSKI,51
KURDYNOWSKI,51
KURECZKO,51
KURKIN,51
KURLANDA,51
KUTATELADZE,51
KUTERNOGA,51
KWOCZ,51
LABER,51
LANZER,51
LEHNER,51
LENICKI,51
LEPEKHA,51
LESNIAK,51
LETKO,51
LINDEMANN,51
LOBKO,51
LOMPAS,51
LOWER,51
LUBLEWSKI,51
LUBNER,51
LÜDTKE,51
ŁABIGA,51
ŁEBZUCH,51
ŁOGOŻNY,51
ŁYGA,51
ŁYSZCZYK,51
MACHALA,51
MACIURZYŃSKI,51
MADSEN,51
MAHERA,51
MAJAS,51
MALERCZYK,51
MALIMON,51
MAŁANOWSKI,51
MAŁUCKI,51
MARMURA,51
MAROTCHAK,51
MARSHALL,51
MARTINS,51
MASAJŁO,51
MASELI,51
MASEŁBAS,51
MASIUL,51
MASLIANCHUK,51
MAŚLANA,51
MATERAK,51
MATEVOSYAN,51
MATLAKIEWICZ,51
MATULEWSKI,51
MATVEIEV,51
MAŹNICKI,51
MAŹNIO,51
MEDAJ,51
MEHR,51
MEJSAK,51
MELECH,51
MELIBRUDA,51
MENC,51
MERCHUK,51
MERECIK,51
MERGNER,51
MERMELA,51
MĘDAK,51
MĘZIK,51
MICHOCKI,51
MICHOROWSKI,51
MIELNIKOW,51
MIHAL,51
MIKLUSZKA,51
MILLS,51
MIODUNKA,51
MIŚCIUR,51
MOCNIAK,51
MÖLLER,51
MONIETA,51
MORCINCZYK,51
MORGUN,51
MOSIUK,51
MOTOSZKO,51
MUDYN,51
MURADIAN,51
MUTWICKI,51
MUZYCHKO,51
MYCZKO,51
NAJDZIONEK,51
NAKONECHNYY,51
NASADIUK,51
NAUMIEC,51
NAVARRO,51
NAZOREK,51
NELKA,51
NI,51
NIDA,51
NIECZYPOROWSKI,51
NIEMIERZYCKI,51
NIEMIR,51
NIESZCZERZEWSKI,51
NIKLAUS,51
NIKŚCIN,51
OBUKHOVSKYI,51
OCHĘDOWSKI,51
OLBRYT,51
OLIWNIAK,51
ORGANISTKA,51
ORNAF,51
OSIPENKO,51
OSOVSKYI,51
OSTAPUK,51
OTKA,51
PACION,51
PAJĄKIEWICZ,51
PASEMKO,51
PASTECZKA,51
PATAŁĄG,51
PATURY,51
PĄCHALSKI,51
PERLICJAN,51
PESKA,51
PIDDUBNIAK,51
PIECZĄTKA,51
PIEKIEŁEK,51
PIENIAKOWSKI,51
PIETRYNIAK,51
PIŁCZYŃSKI,51
PINGIELSKI,51
PIZIOR,51
PLESZ,51
PLEWNICKI,51
PODREZ,51
PODWALSKI,51
POKALCHUK,51
POLITA,51
POLIUHA,51
POLSAKIEWICZ,51
POŁUKORD,51
POMIECIŃSKI,51
POMYKAJ,51
POPE,51
POSEŁEK,51
POSPUŁA,51
POSTAWSKI,51
POŚLEDNI,51
POZNALSKI,51
POŻYCKI,51
PROKOPIK,51
PROSTEK,51
PRYWER,51
PRZYBYCIŃSKI,51
PRZYBYŁKOWICZ,51
PRZYBYT,51
PRZYDALSKI,51
PRZYSZŁO,51
PRZYWÓZKI,51
PSTROKOŃSKI,51
PUJSZO,51
PUSTOVOIT,51
PUSZTUK,51
PUŻYŃSKI,51
PYRDEK,51
PYSZORA,51
RABCHUK,51
RADJABOV,51
RAJNER,51
RAKOCKI,51
RAKOCZ,51
RERUTKO,51
REŚ,51
RISS,51
ROCZNIK,51
ROJKIEWICZ,51
ROL,51
ROLICZ,51
ROMPSKI,51
ROSENGART,51
ROZDEBA,51
ROZHYK,51
RÓŻA,51
RÓŻANIECKI,51
RUCZEWSKI,51
RUSAJCZYK,51
RUSIEWICZ,51
RUTKOVSKYI,51
RYBOK,51
RYCZAK,51
RYGOROWICZ,51
RYŻYŃSKI,51
RZEŚNIOWIECKI,51
SADZAK,51
SAJDOWSKI,51
SAKUN,51
SAMCZYŃSKI,51
SANTAREK,51
SAPIEŻYŃSKI,51
SATO,51
SĄDECKI,51
SCHABIŃSKI,51
SCHOEPE,51
SCHREIER,51
SCHUETZ,51
SEIBERT,51
SENDOBRY,51
SENECKI,51
SERAFICKI,51
SEREDYNSKYI,51
SHATSKYI,51
SIADEK,51
SIATA,51
SIEKIRKA,51
SIERSZECKI,51
SIERZAN,51
SILICH,51
SKNADAJ,51
SKOPIAK,51
SKRODZIUK,51
SKUZIŃSKI,51
SŁABASZEWSKI,51
SŁADCZYK,51
SŁOMIANOWSKI,51
SŁUSZKIEWICZ,51
SMILGIN,51
SMOLCZYK,51
SMORONGIEWICZ,51
SMUTKIEWICZ,51
SOBIESZCZAK,51
SOBOSZEK,51
SODOMA,51
SOKOLOWSKI,51
SOKOŁÓW,51
SOLONYNKA,51
SOPART,51
SORBJAN,51
SOROCHAK,51
SOROCHUK,51
SPĘDZIA,51
SPŁOCHARSKI,51
SPRAWSKI,51
SPROSKI,51
SPRUTA,51
STANISLAVSKYI,51
STARKBAUER,51
STAROVOIT,51
STEFANKIV,51
STEINKA,51
STERLIŃSKI,51
STOBBE,51
STOCZKO,51
STRAKHOV,51
STRASIŃSKI,51
STRONKA,51
STUPNYTSKYI,51
STYBAK,51
STYCH,51
SUFCZYŃSKI,51
SUKHOVII,51
SUPRUNOV,51
SURAJ,51
SURGAŁ,51
SURMACH,51
SUSMARSKI,51
SWĘDRZYŃSKI,51
SYMULA,51
SYRKO,51
SZABRA,51
SZAFAROWICZ,51
SZAJOR,51
SZALPUK,51
SZAŁCZYŃSKI,51
SZAMATOWICZ,51
SZARLIŃSKI,51
SZARUBKA,51
SZCZERBANIEWICZ,51
SZCZERBO,51
SZCZYTNIEWSKI,51
SZEFS,51
SZEMRO,51
SZKARADKIEWICZ,51
SZKURAT,51
SZMUKAŁA,51
SZNAJDEROWSKI,51
SZNURAWA,51
SZOŁOMICKI,51
SZPARADOWSKI,51
SZPEJEWSKI,51
SZPIEGOWSKI,51
SZPILER,51
SZTEJN,51
SZULIMOWSKI,51
SZUMIATA,51
SZUMNARSKI,51
